ccid,Genotype,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,cond9,cond10,cond11,cond12,cond13,cond14
CHS 1024,pdfr-1(yum1024); seb-2(yum1025); seb-3(yum1026),0.749823446327684,0.959603503292824,0.681818181818182,0.761097659402744,0.752238805970149,-0.130724050106554,0.739495798319328,-0.889153939093528,-0.616645859342489,-0.886062717770035,-0.979749906681598,-0.954022988505747,-1,-0.844575936883629
CHS 1025,frpr-7(yum1193); frpr-8(yum1194); frpr-9(yum1195); frpr-10(yum1196),0.753178455848359,0.911842207238627,0.788604149065991,0.31993006993007,0.209248913718187,0.255012531328321,0.280231770637369,-0.940506420953348,-0.859471918110023,-0.895056111616621,-1,-0.971533078880407,-1,-0.925058548009368
CHS 1026,frpr-13(yum1197); frpr-15(yum1198); frpr-19(yum1199),0.877622964579486,0.879574264530017,0.856660231660232,0.718209695308932,0.791024863553669,0.742689176967139,0.874222488038278,-0.890525550100018,-0.758457568807339,-0.797979797979798,-0.924263674614306,-0.851199016191843,-0.983606557377049,-0.855840455840456
CHS 1027,srj-18(yum1200); srj-19(yum1201); srj-20(yum1202); srj-22(yum1203); srj-23(yum1204); srj-24(yum1205),0.853954496208017,0.789182571434818,0.792525647288715,0.786713286713287,0.809162532827546,0.900913382594417,0.781812835403955,-0.9258257678192,-0.9258257678192,-0.94137022397892,-0.923155948222725,-0.914052467437168,-1,-0.686221555388847
CHS 1028,srj-7(yum1206); srj-8(yum1207); srj-9(yum1208); srj-10(yum1209); srj-11(yum1210) ; srj-13(yum1211); srj-14(yum1212); srj-15(yum1213),0.94887845592071,0.803122192273136,0.714557785209959,0.817710743036921,0.756561183713144,0.690229257641921,0.767627494456763,-0.867601836640128,-0.716226751308609,-0.79466966966967,-0.882866385887811,-0.841077920025289,-1,-0.892225421637186
CHS 1029,sru-29(yum1215); sru-30(yum1216); sru-31(yum1217); sru-35(yum1218); sru-36(yum1219),0.883445945945946,0.793329240843053,0.823758493809255,0.634720470786045,0.822781205505458,0.858246725650041,0.807340372046254,-0.972222222222222,-0.755827505827506,-0.930500201513591,-0.887605042016807,-0.943351691581432,-1,-0.761538461538462
CHS 1030,str-145(yum1221); str-146(yum1222); str-148(yum1223); str-141(yum1224); str-149(yum1225); str-150(yum1226); str-151(yum1227),0.771337735387625,0.782415678631368,0.788905109489051,0.769723006669471,0.779419691815833,0.829057630108792,0.891654978962132,-0.858777378228179,-0.680963500061448,-0.871982032565974,-0.848114525139665,-0.663751987281399,-1,-0.891729323308271
CHS 1031,sri-27(yum1228); sri-28(yum1229); sri-29(yum1230); sri-30(yum1231); sri-31(yum1232); sri-24(yum1233); sri-25(yum1234); sri-26(yum1235); t10d4.14(yum1236),0.819043969728901,0.643106893106893,0.732931190946458,0.814451928965095,0.875368421052632,0.774209012464046,0.85546218487395,-0.920122887864823,-0.693734015345269,-0.709090909090909,-0.959480723839497,-0.832167832167832,-1,-0.829425191948537
CHS 1032,srw-115(yum1237); srw-117(yum1238); srw-118(yum1239); srw-119(yum1240); srw-120(yum1241); srw-121(yum1242); srw-122(yum1243); srw-123(yum1244); srw-124(yum1245); srw-135(yum1246); srw-137(yum1247); srw-138(yum1248),0.882503192848021,0.654705096392441,0.683895705521472,0.655586687043641,0.691813448543259,0.767468239564428,0.797142857142857,-0.9375,-0.747562296858072,-0.902377972465582,-0.960458240946046,-0.858860384387435,-1,-0.870396802740508
CHS 1033,srh-127(yum1249); srh-211(yum1250); srh-214(yum1251); srh-215(yum1252);  srh-216(yum1253); srh-217(yum1254); srh-212(yum1255); srh-213(yum1256); srh-218(yum1257); srh-219(yum1258),0.751411885508921,0.62613050666148,0.677177073238267,0.593029350104822,0.769250369464404,0.703471444568869,0.70697074010327,-0.900656814449918,-0.636400556973776,-0.777875329236172,-0.878306878306878,-0.821428571428571,-1,-0.628878648233487
CHS 1034,srg-56(yum1259); srg-57(yum1260); srg-58(yum1261); srg-59(yum1262); srg-60(yum1263); srg-61(yum1264); srg-62(yum1265); srg-64(yum1266); srg-65(yum1267); srg-66(yum1268); srg-67(yum1269); srg-68(yum1270),0.951469583048531,0.753164556962025,0.671122250069619,0.626513526603473,0.705066120320358,0.685534591194969,0.817040197079853,-0.941747572815534,-0.643132220795892,-0.646060606060606,-0.921727189502594,-0.860576923076923,-1,-0.770058040286787
CHS 1035,str-153(yum1271); str-155(yum1272); str-162(yum1273); str-168(yum1274); str-156(yum1275); str-158(yum1276); str-159(yum1277); str-160(yum1278); str-161(yum1279); str-154(yum1280); str-267(yum1281),0.766105252636314,0.744084228082977,0.753613191433452,0.573279352226721,0.65543219666931,0.682669343394137,0.853870183963902,-0.827897234215364,-0.811051693404635,-0.753015873015873,-0.917638741604807,-0.702898550724638,-1,-0.890818858560794
CHS 1036,srh-61(yum1282); srh-62(yum1283); srh-63(yum1284); srh-67(yum1285); srh-68(yum1286); srh-69(yum1287); srh-70(yum1288); srh-71(yum1289); srh-72(yum1290); srh-73(yum1291),0.797527706734868,0.571866213437408,0.741072891072891,0.555597996774467,0.610878427430614,0.695862960568843,0.812830793905373,-0.77286389008158,-0.682352941176471,-0.675739885962531,-0.800925925925926,-0.779612946279613,-1,-0.83479020979021
CHS 1037,srd-60(yum1292); srd-73(yum1293); srd-61(yum1294); srd-75(yum1295); srd-71(yum1296); srd-72(yum1297),0.886529841943855,0.805095690970999,0.657600596125186,0.801799211304634,0.879771448434683,0.654542108814329,0.663636363636364,-0.875,-0.71990171990172,-0.860912424114925,-0.822213500784929,-0.786850680467702,-1,-0.80062656641604
CHS 1038,srt-6(yum1298); srt-7(yum1299); srt-8(yum1300); srt-11(yum1301); srt-12(yum1302); srt-13(yum1303); srt-14(yum1304); srt-1(yum1306); srt-2(yum1307); srt-3(yum1308); srt-4(yum1309); srt-5(yum1310),0.667150819118392,0.54972692900154,0.554548875445046,0.593023719354196,0.779239766081871,0.832653351677025,0.78088976550515,-0.911764705882353,-0.775469291051577,-0.912380952380952,-0.949367088607595,-0.778972053937854,-1,-0.945759009828904
CHS 1039,sre-43(yum1311); sre-44(yum1312); sre-45(yum1313); sre-46(yum1314); sre-47(yum1315); sre-48(yum1316),0.877002751254248,0.897296454735967,0.726508785332315,0.843197278911565,0.791014261493966,0.810149789358714,0.892749885747862,-0.88366718027735,-0.829142857142857,-0.931462339439082,-0.973769640306454,-0.79705476300046,-1,-0.888269022160236
CHS 1040,nmur-1(yum1317); nmur-2(yum1318); nmur-3(yum1319); nmur-4(yum1320),0.87004662004662,0.842442645074224,0.78281068524971,0.65527950310559,0.705026455026455,0.82106946482946,0.824341050666559,-0.943362301468385,-0.798448637316562,-0.833808008041548,-0.970374094557101,-0.930464135021097,-1,-0.983471074380165
CHS 1041,frpr-3(yum1321); frpr-4(yum1322); frpr-16(yum1323); frpr-18(yum1324),0.983606557377049,0.922276422764228,0.96244639338562,0.805090909090909,0.707104037267081,0.810870979895195,0.905863539445629,-0.92,-0.609929078014184,-0.587460317460318,-0.975342094567132,-0.8975,-1,-0.91318814277072
CHS 1042,srh-89(yum1325); srh-92(yum1326); srh-95(yum1327); srh-97(yum1328); srh-98(yum1329),0.868000904568069,0.649085185913831,0.742354393908212,0.559748890360235,0.710172592062356,0.775120761394615,0.772915482666234,-0.862858911848928,-0.80893300248139,-0.963869463869464,-0.946745562130178,-0.826236356286215,-1,-0.814043209876543
CHS 1043,srh-39(yum1330); srh-40(yum1331); srh-41(yum1332); srh-42(yum1333); srh-44(yum1334); srh-45(yum1335),0.805381702212478,0.636389360498019,0.636229848150378,0.696969696969697,0.693885785226567,0.640526253030725,0.687637362637363,-0.883076923076923,-0.784509723922209,-0.817739520958084,-0.935609756097561,-0.870890925091888,-1,-0.891534391534392
CHS 1044,srh-220(yum1336); srh-222(yum1337); srh-223(yum1338); srh-227(yum1339); srh-228(yum1340); srh-229(yum1341),0.781996325780772,0.827795084804431,0.685648114109257,0.67188646929288,0.756140350877193,0.896825396825397,0.806901128069011,-0.933112216694306,-0.701471420486701,-0.810196152752772,-0.870890925091888,-0.82512315270936,-1,-0.894736842105263
CHS 1045,srh-48(yum1342); srh-49(yum1343); srh-50(yum1344); srh-51(yum1345); srh-52(yum1346); srh-55(yum1347),0.927302996670366,0.748667601683029,0.823323437618939,0.734140554121013,0.622832369942197,0.771290854727291,0.816883116883117,-0.935987509758002,-0.858081387932134,-0.930704898446834,-0.882613510520487,-0.730929736024845,-0.990990990990991,-0.718433818433818
CHS 1046,str-52(yum1348); str-55(yum1349); str-56(yum1350); str-57(yum1351),0.780115684466426,0.756947890818859,0.858870056497175,0.720504821327283,0.678279048242184,0.694894760412002,0.927780802032299,-0.9475928627539,-0.840592861464005,-0.820291173794359,-0.836545589325426,-0.769508502212905,-1,-0.674409090909091
CHS 1047,srh-33(yum1352); srh-34(yum1353); srh-35(yum1354); srh-36(yum1355); srh-37(yum1356); srh-38(yum1357),0.657215836526181,0.613707165109034,0.583473980309423,0.8033988957902,0.819338328017209,0.594841621204764,0.676206595886547,-0.875114447903314,-0.875114447903314,-0.895777178796047,-0.839755639097744,-0.82791095890411,-1,-0.755076923076923
CHS 1048,str-238(yum1358); str-240(yum1359); str-243(yum1360); str-244(yum1361); str-245(yum1362),0.80990990990991,0.655988573760457,0.785355665341206,0.850460687960688,0.761805700020803,0.804247777491925,0.799196362482817,-0.924603174603175,-0.675492435055667,-0.913368185212846,-0.990990990990991,-0.922355318227738,-1,-0.908396946564886
CHS 1049,str-176(yum1363); str-177(yum1364); str-178(yum1365); str-180(yum1366); str-181(yum1367); str-182(yum1368),0.847368421052632,0.76718388457874,0.787521367521368,0.635809774271313,0.731923076923077,0.792367020653117,0.750080360012858,-0.852134146341463,-0.818306010928962,-0.826009092161455,-0.921555702043507,-0.86799501867995,-1,-0.807925407925408
CHS 1050,srxa-8(yum1369); srxa-9(yum1370); srxa-10(yum1371); srxa-11(yum1372); srxa-19(yum1373),0.869845934633538,0.951674277016743,0.735753998956403,0.739903556359253,0.748048780487805,0.756898034804473,0.827847945036409,-0.910247484017976,-0.8322429450249,-0.902132520944402,-0.995850622406639,-0.924603174603175,-1,-0.84922604277443
CHS 1051,srw-51(yum1374); srw-53(yum1375); srw-54(yum1376); srw-55(yum1377); t27c5.10(yum1378); y70c5a.4(yum1379),0.794571305471779,0.798250864591647,0.648225069495479,0.652966381015162,0.639927944862155,0.63788578520131,0.63750346740638,-0.851922417406547,-0.810736356190902,-0.920931254118164,-0.961525249055308,-0.891534391534392,-1,-0.948790154359616
CHS 1052,sre-13(yum1380); sre-14(yum1381); sre-15(yum1382); sre-16(yum1383); sre-18(yum1384); sre-19(yum1385),0.801720502656659,0.784338184338184,0.715272208856812,0.643195266272189,0.714842496217158,0.734951577520555,0.768838992332968,-0.927780802032299,-0.879092416079569,-0.882860599542949,-0.989010989010989,-0.884432560903149,-1,-0.994152046783626
CHS 1053,t26h8.4(yum1386); c29f9.8(yum1387); y75b12b.10(yum1388),0.771889400921659,0.678887000849618,0.567900871203202,0.54233704620462,0.689875693445654,0.80164921983014,0.736702127659574,-0.796928064217351,-0.841294516676088,-0.947660098522168,-0.970351410440996,-0.73445945945946,-1,-0.832741935483871
CHS 1054,srd-17(yum1389); srd-18(yum1390); srd-19(yum1391); srd-20(yum1392); srd-21(yum1393); srd-32(yum1394),0.914620840152755,0.734849813362728,0.717101374791212,0.596190476190476,0.892469545957918,0.71680790960452,0.739276380463711,-0.818599311136625,-0.612954040029652,-0.815122377622378,-1,-0.788393209632846,-1,-0.983606557377049
CHS 1055,str-250(yum1395); str-252(yum1396); str-253(yum1397),0.793945996420512,0.65137227304715,0.838429158780918,0.667489035087719,0.847348090922597,0.613238868797059,0.775303045235045,-0.866666666666667,-0.744918699186992,-0.905401052292495,-0.901286061870004,-0.905625137332454,-1,-0.940640646679134
CHS 1056,sre-1(yum1398); sre-2(yum1399); sre-3(yum1400); sre-4(yum1401); sre-5(yum1402); sre-6(yum1403),0.797596528318683,0.807709288503991,0.663154733023729,0.688876976681855,0.69770241272832,0.694646601702233,0.738952972493345,-0.877833916310403,-0.818327202942588,-0.918060200668896,-0.984848484848485,-0.622678396871945,-1,-0.907359307359307
CHS 1057,npr-1(yum1034),0.803510952306975,0.735897435897436,0.734422110552764,0.794455994455995,0.733045963763773,0.735211690521469,0.788462514593168,-0.902724204435873,-0.724149956408021,-0.903513153513154,-0.913109756097561,-0.808883674153537,-0.992700729927007,-0.90704461858308
CHS 1058,npr-9(yum1404); npr-11(yum1405); npr-12(yum1406),0.740624180435353,0.679083885209713,0.892380952380952,0.810887512899897,0.583768235052394,0.81935771632471,0.825183915039549,-0.876934984520124,-0.75035578203186,-0.787375415282392,-0.927618210774892,-0.66429037368372,-1,-0.88505282993472
CHS 1059,sru-37(yum1407); sru-38(yum1408); sru-39(yum1409); sru-44(yum1410); sru-45(yum1411); c45h4.18(yum1412),0.793183316071933,0.728318627212012,0.702815494033974,0.609323158593232,0.739207360226469,0.800508845474439,0.704359657704461,-0.895777178796047,-0.84434270765206,-0.902560278399205,-0.978823294376186,-0.876177024482109,-1,-0.933259176863181
CHS 1060,srx-12(yum1413); srx-13(yum1414); srx-14(yum1415); srx-33(yum1416); srx-34(yum1417); srx-36(yum1418),0.764950347103322,0.817678424938474,0.701241905552888,0.599867724867725,0.647989355410999,0.667834092159904,0.711452815151657,-0.855681818181818,-0.697157622739018,-0.808366566965769,-0.967213114754098,-0.863888888888889,-1,-0.887652668562824
CHS 1061,tkr-1(yum1419); tkr-2(yum1420); tkr-3(yum1421),0.768303276694812,0.586384771868643,0.705802968960864,0.590772273821809,0.860295317343776,0.774334116725421,0.690622788393489,-0.940298507462687,-0.86114663256607,-0.824077669902913,-0.880891884884625,-0.757974409803568,-1,-0.80394338614919
CHS 1062,npr-6(yum1027); npr-7(yum1028); npr-8(yum1029),0.403574627820671,0.635246886044676,0.604967276388656,0.804235575843748,0.0570331389560518,0.595173918624053,0.608391608391608,-0.953755811108393,-0.759064271761399,-0.873236889692586,-0.975609756097561,-0.791284541149673,-1,-0.796246246246246
CHS 1063,npr-13(yum1422); npr-14(yum1423); npr-15(yum1424),0.835478422922369,0.615804472781723,0.657662132995307,0.61338868707836,0.838112359550562,0.635087095627444,0.710585585585586,-0.962604771115409,-0.730389959659346,-0.890628597743495,-0.939653363548617,-0.832612612612613,-1,-0.973451327433628
CHS 1064,npr-18(yum1425); npr-20(yum1426); npr-21(yum1427),0.754609306409131,0.637908496732026,0.693295408370581,0.620476190476191,0.592591002747253,0.783367509683299,0.799291896144768,-0.874174684021883,-0.745314779486029,-0.961050166399606,-0.937443609022556,-0.639127447612504,-1,-0.947811447811448
CHS 1065,npr-25(yum1428); npr-26(yum1429); npr-27(yum1430),0.757040431665312,0.580069530012322,0.594424377141799,0.621887916947035,0.654621154335113,0.708388716585438,0.737180069665304,-0.961538461538462,-0.80958988590811,-0.941176470588235,-0.976811006321198,-0.819852941176471,-1,-0.929492344883159
CHS 1066,srj-1(yum1431); srj-4(yum1432); srj-5(yum1433); srj-6(yum1434),0.814990001538225,0.708652618135377,0.6136137356497,0.550333282835934,0.886376032413901,0.932322566468908,0.694436863173217,-0.933587667393335,-0.68395390070922,-0.814162348877375,-0.986155232089517,-0.891086527358737,-1,-0.820988710229217
CHS 1067,str-96(yum1435); str-97(yum1436); str-99(yum1437); str-101(yum1438); str-102(yum1439); str-103(yum1440),0.760747162391635,0.652497828968417,0.855044588214723,0.756431129925106,0.763160799028805,0.845451352300667,0.777903307491527,-0.948275862068966,-0.729199788023317,-0.775790101371497,-0.737264537264537,-0.906512605042017,-1,-0.846335697399527
CHS 1068,sri-18(yum1441); sri-19(yum1442); sri-20(yum1443); sri-21(yum1444); sri-5(yum1445),0.837140403606698,0.640111809923131,0.657114803235058,0.589473684210526,0.67519247219846,0.65408949202274,0.733014631319716,-0.938363608135383,-0.653703703703704,-0.941486040495942,-0.846590909090909,-0.888944285180107,-1,-0.857962697274032
CHS 1069,npr-31(yum1446); npr-32(yum1447); npr-33(yum1448),0.699292500505357,0.653115401491882,0.567276926863439,0.643216424294269,0.691887829767037,0.850754331134005,0.912262803509488,0.173949579831933,-0.767890828817981,-0.912695407583708,-0.94907482332632,-0.640145801910508,-1,-0.931023768836415
CHS 1070,sru-9(yum1449); sru-11(yum1450); sru-12(yum1451); sru-13(yum1452); sru-15(yum1453); sru-40(yum1454),0.750487963565387,0.718363118363118,0.572380952380952,0.917065390749601,0.63866706102731,0.729101358411703,0.703942652329749,-0.897180971558017,-0.917459239130435,-0.852683308203496,-0.942960850401867,-0.720784207435515,-1,-0.876002555184896
CHS 1071,sra-1(yum1455); sra-10(yum1456); sra-11(yum1457); sra-12(yum1458); sra-13(yum1459); sra-14(yum1460),0.730601569311247,0.819254658385093,0.844731182795699,0.682558334732248,0.751526251526252,0.809466613283509,0.704861111111111,-0.776278409090909,-0.645775245484301,-0.82838474898685,-0.972127694052828,-0.740954848998306,-1,-0.869703389830508
CHS 1072,npr-16(yum1461); npr-17(yum1462); npr-18(yum1463),0.880135124640832,0.770753199524442,0.848373983739837,0.668973214285714,0.696707522230233,0.925825299444931,0.869674122052424,-0.875090671695924,-0.605747126436782,-0.757588288809859,-0.887464387464388,-0.791223481546062,-0.965708765998551,-0.945780399274047
CHS 1073,srt-1(yum1464); srt-2(yum1465); srt-3(yum1466),0.819917775613978,0.775401069518717,0.81610346266166,0.611792403106223,0.743646996278575,0.820898363151884,0.761396011396011,-0.597552799195441,-0.743961804905448,-0.829656067488644,-1,-0.573164128595601,-1,-0.951735537190083
CHS 1074,srxa-1(yum1467); srxa-2(yum1468); srxa-4(yum1469); srxa-5(yum1470); srxa-6(yum1471); srxa-7(yum1472),0.684072097160981,0.816617742987606,0.66794776427804,0.519917107989869,0.650093370681606,0.836829360795869,0.618581047130942,-0.905654717264137,-0.687160326086957,-0.940753045404208,-0.976584022038568,-0.827400050929463,-1,-0.972617546388038
CHS 1075,str-163(yum1473); str-164(yum1474); str-165(yum1475); str-166(yum1476); str-169(yum1477),0.720945543468038,0.905401052292495,0.768015749473491,0.792207792207792,0.752889616644192,0.797847884568354,0.82312925170068,-0.832205833425751,-0.8734335839599,-0.85663082437276,-0.935872880754771,-0.864014801110083,-1,-0.829560741650582
CHS 1076,ntr-1(yum1478); ntr-2(yum1479),0.758133971291866,0.794278580535487,0.681328320802005,0.619560564987873,0.722952501371759,0.799689399416285,0.780829596412556,-0.867958812840703,-0.382499526843732,-0.747104122176924,-0.921106557377049,-0.765927719821163,-0.990990990990991,-0.746212369646488
CHS 1077,srz-74(yum1480); srz-75(yum1481); srz-78(yum1482); srz-79(yum1483); srz-82(yum1484); srz-83(yum1485),0.765974539611914,0.725816463426844,0.789387083504731,0.761757672379434,0.788401253918495,0.842408376963351,0.808168168168168,-0.854602306038695,-0.669969598018241,-0.921727189502594,-0.984848484848485,-0.825448319365594,-1,-0.958732926474862
CHS 1078,str-71(yum1486); str-73(yum1487); str-74(yum1488),0.916786226685796,0.787538819875777,0.934399883117832,0.773391235688906,0.871995820271682,0.927990708478513,0.730322487555011,-0.920122887864823,-0.801398998014935,-0.763352826510721,-0.917892156862745,-0.819944999276306,-1,-0.973705567278039
CHS 1079,npr-22(yum1489); npr-24(yum1490); npr-34(yum1491); npr-35(yum1492),0.794280675233056,0.906888061494115,0.756182625237793,0.556706281833616,0.644911902193456,0.737837501555307,0.724184352233133,-0.786953504510757,-0.668326136652273,-0.901403628894214,-0.973451327433628,-0.811691697955778,-1,-0.975342094567132
CHS 1080,npr-28(yum1493); npr-29(yum1494); npr-30(yum1495),0.916786226685796,0.764047768698932,0.85692520284874,0.637567677708564,0.731077206081264,0.761111111111111,0.663524519147462,-0.867873910127431,-0.82976702329767,-0.885691761923532,-0.980392156862745,-0.825953389830509,-1,-0.943371943371943
CHS 1081,sra-27(yum1496); sra-28(yum1497); sra-29(yum1498); sra-30(yum1499); sra-31(yum1500); sra-32(yum1501),0.785908153294973,0.806715235983529,0.862517837875466,0.570119598765432,0.718988445607151,0.85233918128655,0.779567395820604,-0.757914949419258,-0.712135736196319,-0.834278647277069,-0.962292093871041,-0.741417497231451,-1,-0.818958818958819
CHS 1082,sprr-1(yum1502); sprr-2(yum1503); sprr-3(yum1504),0.710218888342351,0.780367050789586,0.850939274792486,0.686024844720497,0.860458981798998,0.665176470588235,0.77035771600145,-0.690445967673691,-0.796876834566162,-0.800986233819601,-0.986754966887417,-0.717607973421927,-0.984732824427481,-0.983606557377049
